,text,label,telegram_id
918,какое счастье что я дал себе зарок не материться на женских детей позвонила журналистка хорошая девочка спросила что я думаю о том что какойто комик уехал за границу и поливает грязью россию с часа ночи наши герои жгут бронетранспортёры и танки карателей жгут бронированные колонны садистов стоят насмерть наши лётчики проявляют чудеса героизма и везения выбивают натовскую бронетехнику иксоводы ланцетируют радары рэб пво и артиллерию извергов рода человеческого враг бьёт по нашим мирным городам английскими ракетами весь эфир уже четырнадцатый час наполнен видео горящей техники горящих карателей взвизгами лучшего друга испанских собак суетой европейских и американских военных преступников и на четырнадцатый час человеческой мясорубки женский ребёнок спрашивает как относиться к словам беглого паразита эпоха гламурных шутов всех этих глистов аскарид опарышей рода человеческого закончилась девочка спроси что думают о будущем парни которые как их прадеды у сталинграда и курска жгут немецкие танки с крестами нет сегодня ничего важнее чем выбивать их танки немецкие танки с крестами и их содержимым я ни разу не выматерился но помоему она испугалась она не поняла меня ведь в её мире главным человеком является комик что ж а мы поможем ребятам которые жгут немецкие танки это работа для русских,1,46206
919,июня будут крупные размещения от минфина сша и недельные векселя и летние ноты и летние бонды а по июня включительно минфин произвел чистые заимствования на млрд долл полностью в векселях денежный насос постепенно раскручивается но пока дисбаланса в ликвидности нет тк за три месяца забвения значительный отложенный спрос как раз в векселях преимущественно от фондов денежного рынка те самые сотни миллиардов долларов которые с марта из депозитов утекли в фонды денежного рынка и взаимные фонды сложно сказать о распределение ликвидности но судя по ставкам спрос достаточно равномерно распределен по всей кривой доходности не считая идиотизма с лимитом по долгу в мае сейчас и краткосрочные облигации нормализуются в соответствии со ставками денежного рынка трехлетние трежерис котируются по по сравнению с до банковского кризиса в начале марта хотя с тех пор ставку подняли на пп те отрицательный спрэд составляет пп по сравнению с нулем в марте это свидетельствует скорее не об ожидания понижения ставки в скором времени хотя и это присутствует а наличии спроса на облигации с марта по середину мая активно заправляли ликвидность в облигации вот это и поддержало в том числе корпоративный облигационный рынок а с мая особо агрессивно начали пампить технологические компании с рекордным притоком в etf ориентированные на техи так что почти трлн выпотрошенной ликвидности из депозитов пристраивают в облигации и акции с марта по июнь инвестфонды в сша гдето млрд буфера имеют вот об них и закрыли первый залп крупных размещений млрд в векселях дальше будет больнее потому что минфин сша только начал размещаться а свободного кэша в системе все меньше может выйти как в декабре когда инвесторы недели пытались вкурить что происходит а потом их прижало волной размещений от минфина и ужесточением дкп проблема в том что сейчас баланс ликвидности намного хуже,5,3533
920,рф не рассчитывает на доступ к ремонту аммиакопровода тольятти одесса который ранее был подорван в харьковской области заявил вицепремьер министр промышленности и торговли денис мантуров он отметил что рф до конца года введет собственный первый экспортный терминал для аммиака в тамани поэтому мы пошли немножко другим путем это организация терминала в тамани я недавно там был с инспекцией убедился в том что сегодня организация строительства терминала по отгрузке аммиака идет вовремя рассчитываем до конца текущего года обеспечить завершение всех строительных работ и ввод в эксплуатацию собственных мощностей добавил мантуров,2,157421
921,полное заявление шойгу об украинских попытках прорвать оборону,2,205137
922,москвичи могут многое отвлечься на шаурму и потерять самокат за полмиллиона устроиться на работу полицейским по купленному паспорту или подраться с иноагентом понасенковым могут кстати спасти человека что тоже не редкость канал москва и москвичи каждый день делится смешными и грустными новостями из жизни столицы __этого канала точно хватит чтобы быть в курсе главного __подписаться,1,124414
923,енот украл раков из ведра рыбаков на кубани полосатого похитителя сняли на видео рыбаки под славянскомнакубани зверька не смутил приход людей и съемка он невозмутимо продолжил есть пойманных ранее раков __что воруешь наглец__ дружелюбно обратился к еноту рыбак подписывайтесь на газетуru,1,16158
924,попали давай туда же расчёт позывного москаль старший поражает опорный пункт противника корректировку огня с воздуха осуществляют позывные сейн и зумер бить без промаха всегда благополучно возвращаться с боевой задачи ttambyl,1,46207
925,открылись подробности иска комиссии по ценным бумагам и биржам сша sec к бирже binance по данным регулятора binance и binance us перевели на счета владельца биржи чанпэна чжао свыше млрд banksta,7,38163
926,всё по госту __аппетитно и просто __ самые правильные и самые вкусные рецепты из советских кулинарных книг которые переписывали все наши мамы и бабушки те самые котлеты с картофельным пюре гуляш с макаронами солянка и окрошка творожная запеканка и многие другие рецепты из детства вы найдете на канале советская кухня,24,20249
927,пока ломы и пропагандисты офиса президента молчат набрав в рот воды западные сми в один голос заявляют о старте контрнаступления на крым банковая запретила писать чтото в телеграм каналах чтобы иметь возможность заявить о простых столкновениях на линии фронта если атаки всу захлебнутся украинские войска наступают изпод орехова на пологи токмак и васильевку эксперт bild об этом сообщает сегодня военный обозреватель bild юлиан рёпке он проанализировал фото и видеозаписи с места боёв и пришёл к выводу что контрнаступление началось именно там где все и ожидали южнее орехова происходит крупное наступление украинской армии в южном направлении а именно на токмак и пологи у нас также есть информация к которой пока нет фотодоказательств об украинском наступлении на васильевку говорит рёпке по его данным в ночь на четверг всу нанесли удары ракетами и авиацией по токмаку мелитополю и пологам всё это говорит о том что большое контрнаступление украины уже идёт уверен рёпке,1,18181
928,в воронцовском дворце обсудили вопросы интеграции новых субъектов россии сегодня там прошло заседание комиссии совета законодателей рф под руководством председателя госсовета крыма владимира константинова это собрание часть ежегодного международного фестиваля великое русское слово крым,12,47866
929,роскомнадзор заблокировал сайт проекта идей по развитию россии дмитрия давыдова настоящий материал информация произведен распространен и или направлен иностранным агентом пивоваровым алексеем владимировичем либо касается деятельности иностранного агента пивоварова алексея владимировича сайт идей по развитию россии заблокирован по решению минюста говорится в реестре роскомнадзора с лета года проект идей по развитию россии автором которого считают казахстанского бизнесмена дмитрия давыдова массово рекламировали российские звезды блогеры и государственные медиа по данным бибиси за полтора года на рекламу проекта потратили примерно два млрд рублей в декабре этого года минюст признал полного тезку давыдова иноагентом позже мвд объявило его в розыск по уголовной статье о том кто такой давыдов и реальный или это вообще человек у нас выходило расследование посмотреть можно по ссылке __минюст признал иноагентом__,29,19999
930,роботакси нельзя назвать полностью беспилотным автомобилем открыть дороги для машин без водителей россия не готова нет ни законов ни инфраструктуры заявил журналистам замглавы гибдд олег понарьин,2,157422
931,лето время подать заявку на газификацию и догазификацию своего дома как говорится готовь сани летом а телегу зимой от граждан уже поступило более млн заявок и в ближайшие годы эта цифра продолжит расти правительство в лице вицепремьера новака планирует к году охватить программой газификации более страны об этом было заявлено на федштабе по газификации который завершился в москве и если реализацией программы для физлиц руководство страны в целом довольно то динамика догазификации медицинских и образовательных учреждений довольно низкая уже принято более заявок и только договоров заключено отметил секретарь генерального совета партии единая россия андрей турчак поэтому темпы необходимо повысить главам регионов страны уже направлено поручение сократить разрыв и ускорить работы чтобы как минимум в образовательных учреждениях все было готово к сентября,27,38164
932,сириец напал с ножом на детей на игровой площадке во франции le figaro ранены человек самому младшему из них года нападение произошло в городе анси на востоке франции нападавший задержан им оказался сириец который ранее запросил во франции убежище,2,79629
933,саудовская аравия одобрила запрос сирии на возобновление авиасообщения сирийские авиакомпании завершают процедуру подготовки,2,205138
934,острожно жёсткие кадры беженец из сирии напал с ножом на детей в парке сады европы на юговостоке франции мужчина с ножом напал на группу детей предположительно из местного детского сада большинство пострадавших дети в возрасте трех лет всего ранены человек напавший на детей во франции сириец исповедует христианство и прибыл из швеции передает телеканал bfm о своей приверженности христианству нападавший сообщил в ходе допроса в полиции по информации телеканала мужчина пришел в парк где совершил нападение с книгой с христианскими молитвами а на шее у него был крест,2,18405
935,в госдуме предложили уничтожать а не хранить нелегальный спирт с обращением на имя премьера обратился депутат султан хамзаев,28,205139
936,долгожданное украинское контрнаступление находится в активной фазе заявил американскому каналу abc близкий к зеленскому чиновник,2,205140
937,жители белгородского приграничья которых временно отселили изза обстрелов со стороны всу получат по тыс рублей за частичную утрату имущества первой необходимости перечисления выплат начнется уже на следующей неделе сообщил в своем telegramканале губернатор региона вячеслав гладков,2,43605
938,власти абхазии увеличили штраф за появление в купальниках и плавках в общественных местах с августа за нахождение на улицах в транспорте и любых общественных местах абхазии кроме пляжей в купальных костюмах или в обнаженном виде будут штрафовать на тыс рублей ранее штраф также существовал но составлял всего рублей соответствующие поправки в коап которые внес парламент касаются не только туристов но и местных жителей мужчин будут также штрафовать за появление в общественных местах с голым торсом следует из документа подписывайтесь на газетуru,14,16159
939,морские такси и паромы в дубае переводят на летнее расписание rta использует данные для анализа трафика и количества пассажиров и корректирует расписание в различные сезоны и случаи подписывайся на дубач,8,983
940,,3,2277
941,сделали аудиоверсию нашего большого видео про метавселенные для бизнеса чтобы вам было еще проще познакомиться со всеми возможностями и показателями игровых метавселенных вы узнаете какая аудитория игровых метавселенных какие форматы лучше заходят в каждой из них лучшие кейсы и метрики таймкоды о чем этот выпуск roblox для бизнеса fortnite для бизнеса minecraft для бизнеса the sandbox для бизнеса подводим итоги а если хотите узнать как метавселенные могут помочь вашей компании записывайтесь к нам на метаконсультацию мы подберем идей как метавселенные помогут решить задачи именно вашего бизнеса,6,2278
942,в новом видео винивитина главными я считаю две вещи дважды повторенную мысль о том что вагнер в бахмуте намеренно ослаблял фланги это первая попытка опровергнуть ставший уже практически аксиомой тезис о том что пригожинцы в бахмуте воевали хорошо а армейцы плохо подполковник перечисляет совершенно конкретный и достаточно длинный ряд преступлений по обвинению в которых пригожина сейчас вполне могут и арестовать хотя бы теоретически аббас галлямов,1,124415
943,мосгоризбирком утвердил трехдневное голосование на выборах мэра москвы,29,157423
944,мосгоризбирком утвердил трехдневное голосование на выборах мэра столицы,2,124416
945,ветхий дом по козьмодемьянскому тракту в йошкароле был снесен почти развалившийся домик с заросшим участком портил облик города отдел контроля администрации йошкаролы обратился в суд с иском о сносе собственник продал участок земли юрлицу который демонтировал строение и привел прилегающую территорию в порядок обновленный участок продолжит благоустраиваться сообщает столичная мэрия,2,18965
946,голосование на выборах мэра москвы в сентябре будет идти три дня соответствующее решение утвердил мосгоризбирком,29,205141
947,доллар курс доллар вырос за недели почти на сегодня рубль в начале торгов подешевел но быстро восстановился однако после открытия основной сессии рубль вернулся к умеренной нисходящей динамике даже рост цен на нефть не помогает рублю wti долл brent долл __ качели для рубля продолжаются даже существенное улучшение конъюнктуры рынка нефти позитивно отразится на рубле лишь через некоторое время поэтому пока что рублей за доллар видится более реалистичной целью__,27,2985
948,до открытия безвизового обмена с китаем остался один шаг в настоящий момент в китайских провинциях ведется работа по оперативной сверке данных по спискам уполномоченных туроператоров с учетом того факта что пандемия жестко прошлась и по китайскому турбизнесу возникла необходимость актуализации сверки списков работающих и неработающих туркомпаний министерство культуры и туризма кнр готово будет в самое ближайшее время собрать с подведомственных структур в провинциях соответствующую информацию и направить консолидированный список туроператоров официальным порядком российской стороне атор,29,10550
949,за право первого убийства немецкого леопарда спорили лётчики и артиллеристы железные танкисты и смелые операторы птур эксперты делали ставки кто же из них первым доберётся до желанной цели а победил неизвестный и скромный боец инженерносапёрного подразделения который грамотно устанавливал противотанковые мины на этом участке neoficialniybezsonov,1,46208
950,приоритетная задача сво не допустить развёртывания военной инфраструктуры сша и нато на украине а корейский вариант раз и предполагает военное освоение американцами и их союзниками оставшейся под контролем киевского режима украинской территории юрий баранчик,12,124417
951,мид румынии потребовал чтобы страну в течение дней покинули более сотрудников российского посольства в качестве причины названо желание уравнять количество румынских представителей в россии и российских в румынии,2,205142
952,brief регионы диверсии на железных дорогах продолжаются в ростовской области спалили очередное оборудование произошла задержка поездов всу продолжают обстреливать белгородскую область в регионе зафиксированы лесные пожары иркутский чиновник стал заместителем мэра мариуполя организаторы форума россияафрика в петербурге приостановили рассмотрение заявок для участия в нем причины не объясняют эксперты продолжают обсуждать вчерашнее помилование софьи сапеги по просьбе приморского губернатора олега кожемяко считают что его неумеренная энергия начинает серьезно напрягать в московских коридорах власти власти оренбурга отказали в проведении митинга в поддержку инициативы пригожина об открытии второго фронта по борьбе с казнокрадством и коррупцией власти чукотки отрапортовав о решении проблемы с дефицитом куриных яиц занялись красной икрой,2,124418
953,искать жильё в поездках по всему миру сейчас сложнее чем обычно актуальные вопросы где теперь искать отели по россии и как и какими картами оплачивать свои зарубежные бронирования есть проверенный и однозначный ответ на оба в приложении onetwotrip нем более миллионов вариантов отелей и апартаментов по всему миру а оплатить их можно как и раньше картами любых российских банков а если сначала купить в приложении билеты на поезд или самолёт то в течение пяти дней после покупки можно забронировать жильё с хорошими скидками также onetwotrip дает возможность получать кэшбэк до за любое бронирование для этого выпускайте в прямо в приложении их тревелкарту с большим кэшбэком и расплачивайтесь ей полученные бонусы можно тратить на следующие заказы а ещё они ведут отличный телеграмканал полезно всем кто хочет быть в курсе выгодных предложений новых направлений и вариантов для поездок тревелновостей в общем всего что нужно тем кто любит путешествия,8,16771
954,найма на itрынке май vs фронтендеров ищут реже ежемесячно мы смотрим какие компании публикуют больше всего вакансий и изучаем активность найма в разрезе специализаций и квалификаций а ещё собираем эффективные вакансии за месяц те которые привлекли больше всего внимания специалистов подготовили рейтинг активности найма в мае в рамках которого не только сравниваем цифры с прошлым месяцем но и добавляем данные мая по специализациям и квалификациям __из интересного несмотря на то что бэкендеры остались самыми востребованными специалистами другие лидеры сменились например системных аналитиков сейчас ищут чаще чем фронтендеров__,27,57021
955,в всу начали комментировать горы своей сожжённой техники наступление на запорожском фронте на запорожском направлении идут бои локального значения есть некоторое продвижение вперед для занятия более выгодных рубежей спикер прессцентра сил обороны таврийского направления в шершень продолжаются бои за большую новоселку на новопаловском направлении на запорожском направлении в районе орехова вс рф в активной обороне замминистра обороны украины а маляр tmervvoenkor,2,46908
956,европейская организация потребителей beuc выпустила отчет в котором указала на вводящую в заблуждение рекламу криптовалют в популярных социальных сетях согласно отчету рекламодатели в facebook обходят правила запрещие продвижение нелицензионных финансовых платформ касательно twitter представители объединения отметили решение илона маска изменить классический логотип соцсети на талисман dogecoin что вызвало памп монеты почти на европейская организация потребителей предложила несколько мер по противодействию подобной рекламе подробнее ес регулирование,7,31411
957,мид румынии потребовал чтобы страну в течение дней покинули более сотрудников посольства рф,2,124419
958,__данные tradingview __открытие_сша selfinvestor,26,9917
959,чебурашку уровня b пригласили на празднование окончания учебного года в посёлке новая майна ульяновская область детям понравилось а это главное,29,79630
960,мид румынии потребовал чтобы страну в течение дней покинули более сотрудников российского посольства в качестве причины названо желание уравнять количество румынских представителей в россии и российских в румынии,2,157424
961,карикатура the times джо байден здоровается с пустотой игнорируя риши сунака подписаться,12,124420
962,пригожин считает что начало контрнаступа всу проходит безрезультатно __я считаю что эта первая волна двухдневная это начало контрнаступления безусловно оно будет продолжаться что касается результата двухдневных боев можно сказать спасибо русским солдатам хвала русскому солдату который окруженный огромным количеством проблем с отсутствием управления достаточного количества боеприпасов снабжения и тд тем не менее превозмогая все трудности дает отпор врагу поэтому в результате этого контрнаступления мы увидели главное то что русский солдат всегда остается достойным и храбрым солдатом __пригожин подписаться,1,1597
963,пресссекретарь президента песков сообщил что российское государство и предприниматели россии были ограблены западом banksta,5,38165
964,мид рф заявил что москва ответит на решение румынии выслать более сотрудников российского посольства риа новости,2,124421
965,forkstocks,3,31412
966,командаполиттехнологи шойгу как военные так и профессиональные да и сам сергей кужугетович до сих пор не поняли с кем имеют дело пригожин прирожденный политик который давно и очень быстро набрал политический вес и даже заматерел на всем российском политическом поле которое давно напоминает безлюдный лунный пейзаж он оказался единственным живым политиком бороться с ним подобными примитивными роликами что ходить против ветра kritiknewsfeed,1,124422
967,жительница звениговского района потеряла почти тысяч рублей установив приложение под диктовку псевдобанкира мвд рф по рмэ,2,18966
968,провластный гей бар отсчитался сколько стоило принять решение на террористическую атаку дамбы напоминаем тарас которые прямо сейчас латают свои свинные жопы что вы там никому не нужны украинский официальный сегмент про вас даже не пишет вы не воины вы продуктовый набор как то так,1,46209
969,сбер на выставке евразия наш дом представил собственные технологические решения для ряда отраслей презентацию проводил герман греф глава банка в том числе для председателя правительства рф михаила мишустина и глав правительств снг были представлены система поддержки принятия врачебных решений умный помощник врача алгоритм для определения ковида и других патологий кт лёгких школа программирования школа мультимодальная нейросеть gigachat а также модель для генерации изображений kandinsky banksta,5,38166
970,кадры головной станции северокрымского канала вот именно здесь берёт начало канал шлюз закрыт воду держат для набора из канала в крымские водохранилища напомним они сейчас заполнены более чем на как ранее сообщал глава республики сергей аксёнов критических ситуаций связанных с водоснабжением полуострова нет кадрами поделилась спецкор телеканала россия ольга курлаева крым,2,47868
971,суд на украине заочно приговорил депутатов госдумы от якутии сардану авксентьеву и петра аммосова к годам лишения свободы с конфискацией имущества признав их виновными в посягательстве на территориальную целостность и неприкосновенность украины,14,124423
972,мид румынии потребовал чтобы страну в течение дней покинули более сотрудников посольства россии в мид рф заявили что москва ответит на это решение бухареста другие новости к этому часу голосование на выборах мэра москвы в сентябре будет идти три дня это решение утвердил мосгоризбирком украинское контрнаступление находится в активной фазе заявил американскому каналу abc близкий к зеленскому чиновник на детей во французском городе анси напал гражданин сирии имеющий статус беженца в европе подписывайтесь на газетуru,2,16160
973,запуск движения порожних грузовиков по крымскому мосту возможен в случае спокойной обстановки __сегодня у нас технически все возможности есть оба пролета полноценно действуют но пока мы не запускаем с целью безопасности сообщил тасс вицепремьер рф марат хуснуллин __крым,12,47869
974,мэры крупных городов фигуры заведомо несамостоятельные прорыва в развитии смоленска не ожидаю население города стабильно уменьшается за последнее десятилетие с тыс до тыс человек город непривлекателен в том числе для молодежи а задачку эту мэру уж никак не решить имидж региона может изменить лишь губернатор антон чаблин,25,124424
975,наступление непростое начало,25,20250
976,ким чен ын признал самоубийства в северной корее изменой социализму настоящий материал информация произведен распространен и или направлен иностранным агентом пивоваровым алексеем владимировичем либо касается деятельности иностранного агента пивоварова алексея владимировича по данным источников radio free asia лидер кндр издал секретный приказ по которому самоубийство признается актом государственной измены социализму ким чен ын приказал местным властям принять превентивные меры чтобы предотвратить новые самоубийства в стране в конце мая национальное агентство разведки южной кореи сообщало что количество суицидов в кндр выросло на по сравнению с прошлым годом по словам источников конфиденциальный приказ ким чен ына обсуждался на экстренных собраниях которые прошли во всех провинциях страны __большинство самоубийств были вызваны нищетой и голодом поэтому никто не может быстро придумать как решить эту проблему__ рассказал один из северокорейских чиновников,29,20000
977,турист погиб после нападения акулы в хургаде судя по видео нападение произошло сегодня возле пляжа одного из отелей dream beach погиб мужчина его спутнице удалось спастись,29,18406
978,мид румынии потребовал чтобы страну в течение дней покинули более сотрудников российского посольства в качестве причины названо желание уравнять количество румынских представителей в россии и российских в румынии в мид рф заявили что москва ответит на решение румынии выслать более сотрудников российского посольства,2,79634
979,инсайд наш источник в оп рассказал что офис президента вынужден был засекретить все видеоматериалы визуального контроля каховской гэс изза требований западных разведок ситуация с разрушением плотины неоднозначная идут переговоры между администрацией байдена и кремлем в этом треке российская сторона предоставила свои пруфы сша изза чего украина не получила однозначной поддержки от запада как было после трагедии в буче,12,18182
